bhk,rent,size,floor,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,id
3,15000,1157,4 out of 8,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,58137b15
3,12000,1250,2 out of 6,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,51af0418
3,60000,3200,1 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,c907573c
3,38000,1300,9 out of 19,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,7d8c2147
3,28000,1050,5 out of 10,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,8d93994e
2,19000,1100,5 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,c1ece8a3
3,53000,1700,4 out of 16,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent,24724540
1,15000,550,9 out of 15,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent,85ecc3db
3,95000,2700,23 out of 30,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent,75939fe8
3,50000,2300,2 out of 5,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,8da4b807
3,67000,2310,3 out of 17,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,98bd203d
3,15000,1200,2 out of 5,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,e0002a6b
