posted_on,bhk,rent,size,floor,area_type,area_locality,city,furnishing_status,tenant_preferred,bathroom,point_of_contact
2022-04-30,2,12500,800,5 out of 7,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,4500,50,4 out of 5,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,7000,300,1 out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,7000,400,1 out of 2,Super Area,"Saraswathi Nagar-Neelankarai, Neelankarai, E Coast Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-30,3,13000,100,1 out of 2,Carpet Area,Ambattur railway station,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,2,8500,700,4 out of 14,Carpet Area,Baruipur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,2,23000,1000,Upper Basement out of 3,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,3,22000,1450,Ground out of 4,Super Area,Bannerghatta Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-30,2,9000,875,4 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,20000,250,1 out of 1,Carpet Area,"Nizamuddin East, Nizamuddin",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,2,15000,1250,1 out of 4,Super Area,"Dinnur, Hebbal",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,7500,1000,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-30,4,40000,1300,1 out of 2,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-04-30,3,22000,1700,2 out of 3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,5500,500,2 out of 3,Super Area,Vidyanagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-04-30,2,13000,600,1 out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,2,11000,950,2 out of 4,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,2,11200,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,1,8500,500,1 out of 2,Super Area,"Rmv Extension, Armane Nagar",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2022-04-30,2,8000,800,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,8000,300,1 out of 3,Super Area,Allwyn Colony,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,1,8000,200,Ground out of 2,Super Area,Annanagar East,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-04-30,2,12000,850,Ground out of 2,Super Area,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-30,3,20000,1400,4 out of 5,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-30,2,6000,900,1 out of 1,Super Area,Guduvancheri,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-05-01,2,10500,700,Ground out of 2,Carpet Area,"Chikkasandra-Jalahalli West, Jalahalli West",Bangalore,Semi-Furnished,Family,1,Contact Owner
2022-05-01,2,9000,850,2 out of 2,Super Area,"Sai Raghavendra Colony, uppal",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,10000,898,7 out of 14,Super Area,Kalavakkam,Chennai,Semi-Furnished,Family,2,Contact Owner
2022-05-01,3,14000,1800,5 out of 7,Super Area,Yelahanka,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-01,2,10000,925,2 out of 5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,9500,650,1 out of 2,Carpet Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,3,23000,1000,1 out of 3,Carpet Area,Keelkatalai,Chennai,Unfurnished,Bachelors,3,Contact Owner
2022-05-01,2,15000,780,1 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,1,7500,500,1 out of 3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-01,3,18000,1200,Ground out of 4,Carpet Area,Bagalakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,15000,1300,Ground out of 2,Super Area,Raghuvanahalli-Bcmc Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,1,35000,510,3 out of 4,Carpet Area,Chakala Cigarette Factory,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-01,2,13000,1100,1 out of 4,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,10000,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,12000,1100,2 out of 3,Carpet Area,"Gangaram, Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,11000,1100,Ground out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,20000,800,3 out of 4,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,20000,75,1 out of 3,Super Area,Green Park,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,11500,700,Ground out of 2,Super Area,"Paddy field street,Perambur",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,15000,1500,1 out of 1,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner
2022-05-01,2,18000,700,Ground out of 1,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,11500,700,1 out of 1,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,18000,900,2 out of 2,Super Area,Anna Nagar West Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,18000,1120,2 out of 4,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,1,9000,500,3 out of 3,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-01,1,14000,650,1 out of 3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner
2022-05-01,2,10500,1000,1 out of 2,Carpet Area,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,Family,2,Contact Owner
2022-05-02,1,8500,500,Ground out of 2,Super Area,Ayanavaram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-02,2,10000,600,Ground out of 1,Super Area,"Jaya Nagar, Porur, Chennai Bypass Road",Chennai,Unfurnished,Family,2,Contact Owner
2022-05-02,1,12000,450,2 out of 2,Super Area,Dwarka Sector 7,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-02,2,25000,1150,1 out of 4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-02,2,9000,1100,1 out of 2,Carpet Area,Aminpur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-02,2,6000,1250,Ground out of 1,Super Area,"Ambedkar Nagar-Boduppal, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner
2022-05-02,2,25000,1050,1 out of 5,Carpet Area,"Siddhi Vinayak Nagar, Madhapur",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-02,1,14500,490,12 out of 20,Carpet Area,Ketki Pada,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-02,3,28000,1021,10 out of 10,Carpet Area,"Balaji Gardens Layout, Gottigere",Bangalore,Furnished,Bachelors,3,Contact Owner
2022-05-02,2,20000,980,3 out of 3,Super Area,Perumbakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-03,2,7500,1200,1 out of 3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-03,2,17000,1200,5 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-03,1,6000,63,4 out of 4,Super Area,Rohini Sector 2,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-03,1,9000,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
2022-05-03,3,17000,800,2 out of 2,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-03,1,7500,650,Ground out of 1,Super Area,"Nemilichery, Chromepet",Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-03,2,6500,700,Ground out of 2,Super Area,Sonarpur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-03,1,9500,400,2 out of 2,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-03,2,14000,800,2 out of 2,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-04,2,20000,700,8 out of 22,Super Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Owner
2022-05-04,3,27000,1650,2 out of 2,Carpet Area,"Thillai Ganga Nagar, Nanganallur",Chennai,Semi-Furnished,Family,3,Contact Owner
2022-05-04,2,15000,800,2 out of 3,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,16000,650,3 out of 4,Carpet Area,Freedom Fighters Enclave,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,29000,100,1 out of 3,Carpet Area,South,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,5000,550,3 out of 4,Carpet Area,"Mohan Garden, Razapur Khurd",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,18000,1045,1 out of 2,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-04,3,20000,1750,Ground out of 3,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-04,3,30000,1600,3 out of 3,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-04,1,8000,350,3 out of 3,Super Area,Thanisandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,10000,60,3 out of 4,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,10000,450,3 out of 4,Carpet Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,18000,1200,Ground out of 12,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,68000,610,1 out of 5,Carpet Area,shivsagar,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,27000,900,4 out of 4,Carpet Area,RWA triveni residents,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-05-04,2,15000,1000,4 out of 5,Carpet Area,Suchitra Circle,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-04,2,8000,1000,Ground out of 1,Super Area,"Purbasan, Thakurpukur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-04,2,7000,1200,1 out of 1,Super Area,Balapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-04,1,15500,1000,2 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,22000,700,Ground out of 2,Super Area,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,22000,900,4 out of 5,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,5000,150,1 out of 2,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,10000,1400,Ground out of 1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,5,50000,3300,Ground out of 2,Super Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors/Family,5,Contact Owner
2022-05-05,1,15000,380,19 out of 19,Carpet Area,sra,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,15500,75,2 out of 4,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,8000,75,2 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,12000,75,2 out of 4,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,18000,1000,Ground out of 2,Super Area,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,10000,70,1 out of 4,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,27000,90,2 out of 3,Super Area,Rohini Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,30000,1350,1 out of 7,Super Area,Vasundhara Enclave,Delhi,Semi-Furnished,Family,3,Contact Owner
2022-05-05,3,11000,800,1 out of 4,Super Area,Hastsal,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,5500,500,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,10000,75,4 out of 5,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,35000,850,3 out of 6,Super Area,Malad West,Mumbai,Semi-Furnished,Family,2,Contact Owner
2022-05-05,2,14000,120,1 out of 4,Super Area,Dwarka Mor,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,16000,900,3 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,10000,450,1 out of 5,Super Area,Paschim Vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,10000,55,2 out of 4,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,17000,80,1 out of 4,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,7000,500,2 out of 4,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,12000,1000,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,9000,500,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1,Contact Owner
2022-05-05,2,6000,500,2 out of 3,Super Area,Jaitpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,18000,110,1 out of 5,Super Area,Tri Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,20000,110,Ground out of 2,Super Area,Karawal Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,22000,1000,2 out of 3,Super Area,"Lake Area, Nungambakkam",Chennai,Semi-Furnished,Family,2,Contact Owner
2022-05-05,3,14500,1107,4 out of 4,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,70000,1500,2 out of 3,Super Area,Rajouri Garden,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2022-05-05,2,14000,75,2 out of 4,Super Area,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,37000,125,3 out of 4,Super Area,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-05,2,10000,70,1 out of 5,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,30000,250,1 out of 2,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,15000,70,2 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,10000,1400,Ground out of 1,Super Area,Bheeram guda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,26000,1125,2 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,14000,750,4 out of 6,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,17000,550,2 out of 4,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,22000,950,2 out of 5,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,13000,180,2 out of 2,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner
2022-05-05,1,7500,45,1 out of 5,Super Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,6500,300,4 out of 5,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,14000,60,3 out of 4,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,11000,1000,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,20000,1200,Ground out of 2,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,15000,1280,Ground out of 5,Carpet Area,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,7500,400,2 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,8500,730,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,8000,500,1 out of 3,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,9000,700,Ground out of 4,Super Area,"Bikasipura, kanakapura Road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,30000,1350,14 out of 14,Super Area,Mylasandra,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-05-05,1,3000,500,Ground out of 1,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,7500,600,Ground out of 2,Super Area,"Amtala, Diamond Harbour Road",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,12000,800,1 out of 3,Super Area,"Srinagar, Banashankari",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,12000,600,1 out of 3,Super Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,1,8000,700,2 out of 3,Carpet Area,Kadugodi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,8500,720,1 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,31000,1700,6 out of 9,Super Area,"Electronics City Phase 1, Electronic City",Bangalore,Furnished,Family,3,Contact Owner
2022-05-05,3,21000,1159,4 out of 5,Super Area,Electronic City,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,25000,490,3 out of 7,Super Area,Kandivali East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,8500,900,Ground out of 2,Carpet Area,Paschim Barisha,Kolkata,Unfurnished,Bachelors,2,Contact Owner
2022-05-05,1,15000,500,1 out of 2,Super Area,Shanti Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,28000,1500,1 out of 4,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,12000,600,2 out of 3,Super Area,Btm Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,15000,750,Ground out of 2,Super Area,Byrathi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,4,14000,1000,Ground out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,5000,600,Ground out of 2,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,42000,1880,14 out of 14,Super Area,whitefield,Bangalore,Semi-Furnished,Family,2,Contact Owner
2022-05-05,1,4700,500,1 out of 4,Super Area,Chikkabanavara,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,16000,1000,4 out of 5,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,17000,1000,3 out of 4,Super Area,Mavalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,12000,1000,Ground out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,3,24000,1400,2 out of 4,Super Area,"Jalahalli, Jalahalli, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-05,3,21000,1300,3 out of 3,Super Area,Hormavu Ring Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,7000,650,2 out of 5,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-05,2,11000,800,Ground out of 1,Super Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,1,6000,400,1 out of 3,Super Area,Nandini Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-05,3,22000,1200,2 out of 4,Super Area,Annapurneshwari Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,18000,1100,2 out of 4,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,17000,1400,28 out of 31,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-06,4,35000,1600,Ground out of 3,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-06,2,12000,130,2 out of 3,Super Area,"Subhash Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-06,4,31000,2400,2 out of 4,Super Area,"Upparpally, Hyderabad Expressway",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-05-06,2,10000,600,1 out of 2,Super Area,Ambattur,Chennai,Semi-Furnished,Family,1,Contact Owner
2022-05-06,1,7000,700,1 out of 2,Super Area,Ponneri,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,15000,1500,3 out of 5,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-06,2,12000,1150,2 out of 5,Super Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-06,3,25000,1350,1 out of 2,Super Area,C.R.R. Puram L&T Colony,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
